epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,2751.31,1.19634,0.55525,0.91217,0.94585,0.9277,0.94992,0.63524,1.05363,0.52129,0.90211,0.0014456,0.0014456,0.0014456
16,2844.66,1.18368,0.5504,0.90836,0.93069,0.91036,0.93792,0.59831,1.13702,0.55798,0.91522,0.001406,0.001406,0.001406
17,3014.5,1.1996,0.55379,0.90841,0.95163,0.92507,0.95148,0.63737,1.05958,0.51421,0.89869,0.0013664,0.0013664,0.0013664
18,3185.08,1.17699,0.54844,0.90603,0.94743,0.92103,0.95083,0.63617,1.05135,0.51605,0.90002,0.0013268,0.0013268,0.0013268
19,3395.38,1.1893,0.55303,0.90921,0.94659,0.92646,0.95179,0.6442,1.03076,0.50891,0.89412,0.0012872,0.0012872,0.0012872
20,3566.95,1.17486,0.54366,0.90233,0.9451,0.92396,0.9521,0.62818,1.05674,0.508,0.89636,0.0012476,0.0012476,0.0012476
21,3822.12,1.15104,0.53204,0.90186,0.94948,0.92925,0.95314,0.65016,1.01641,0.50144,0.89087,0.001208,0.001208,0.001208
22,4045.22,1.152,0.52848,0.90055,0.94145,0.92149,0.95049,0.63926,1.0339,0.50946,0.89567,0.0011684,0.0011684,0.0011684
23,4176.48,1.13826,0.52683,0.89787,0.94921,0.93108,0.9535,0.65452,1.00013,0.49495,0.88903,0.0011288,0.0011288,0.0011288
24,4294.94,1.16799,0.53369,0.89895,0.94737,0.93035,0.95376,0.64865,1.01972,0.49147,0.89258,0.0010892,0.0010892,0.0010892
25,4438.62,1.14847,0.52202,0.89735,0.94653,0.92278,0.95185,0.62631,1.07017,0.50537,0.89724,0.0010496,0.0010496,0.0010496
26,4555.18,1.12814,0.51868,0.89232,0.94905,0.92836,0.95237,0.64037,1.03406,0.50091,0.89493,0.00101,0.00101,0.00101
27,4720.9,1.12988,0.51727,0.89308,0.95092,0.92916,0.95403,0.65365,1.00169,0.48548,0.88797,0.0009704,0.0009704,0.0009704
28,5022.54,1.12376,0.51466,0.89404,0.94614,0.9274,0.95264,0.64726,1.02535,0.50707,0.89238,0.0009308,0.0009308,0.0009308
29,5138.78,1.11747,0.5148,0.89645,0.95191,0.92813,0.95411,0.65537,1.00389,0.49013,0.88601,0.0008912,0.0008912,0.0008912
30,5329.74,1.11755,0.51003,0.89011,0.94739,0.92106,0.95256,0.62749,1.05856,0.49914,0.89632,0.0008516,0.0008516,0.0008516
31,5491.01,1.11138,0.50899,0.89088,0.95328,0.93134,0.95509,0.65894,0.99092,0.47905,0.88271,0.000812,0.000812,0.000812
32,5662.72,1.10116,0.50035,0.88722,0.95519,0.93151,0.95468,0.66354,0.98126,0.46924,0.88329,0.0007724,0.0007724,0.0007724
33,5844.13,1.10969,0.50308,0.88833,0.95012,0.92949,0.95458,0.64798,1.01445,0.47757,0.88685,0.0007328,0.0007328,0.0007328
34,6154.52,1.08612,0.49423,0.88343,0.95364,0.9322,0.95554,0.66757,0.97197,0.47019,0.88099,0.0006932,0.0006932,0.0006932
35,6466.98,1.0963,0.49798,0.88635,0.95671,0.9339,0.9561,0.66904,0.96547,0.46069,0.87951,0.0006536,0.0006536,0.0006536
36,7008.44,1.09429,0.4966,0.88738,0.95275,0.93057,0.9557,0.65415,1.00453,0.47437,0.88327,0.000614,0.000614,0.000614
37,7042.4,1.08426,0.49356,0.88461,0.95343,0.93362,0.95585,0.67086,0.96984,0.46684,0.87874,0.0005744,0.0005744,0.0005744
38,7240.79,1.08131,0.49252,0.88418,0.95797,0.93251,0.95636,0.6706,0.96776,0.46048,0.87825,0.0005348,0.0005348,0.0005348
39,7510.19,1.08258,0.49103,0.88244,0.95522,0.93635,0.96269,0.67145,0.96225,0.4589,0.8789,0.0004952,0.0004952,0.0004952
