epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,68.2944,1.25555,0.61604,0.91898,0.73909,0.6792,0.73558,0.43372,1.43146,0.84413,1.04526,0.00101651,0.00101651,0.00101651
23,71.1241,1.27866,0.63726,0.89938,0.68816,0.71624,0.72349,0.42338,1.44158,0.85512,1.05541,0.00102721,0.00102721,0.00102721
24,73.107,1.16259,0.59025,0.91393,0.67704,0.74311,0.72782,0.42028,1.45611,0.84229,1.05886,0.00103474,0.00103474,0.00103474
25,75.0828,1.21532,0.58989,0.89001,0.69622,0.72661,0.74657,0.43208,1.44317,0.82659,1.05381,0.0010391,0.0010391,0.0010391
26,77.0157,1.21355,0.59173,0.89565,0.71277,0.7406,0.75023,0.43183,1.44521,0.82731,1.0522,0.00101,0.00101,0.00101
27,78.9273,1.15885,0.58292,0.89281,0.72308,0.73294,0.75508,0.42885,1.43904,0.8285,1.04561,0.0009704,0.0009704,0.0009704
28,80.8418,1.31456,0.61521,0.8967,0.7303,0.73974,0.76847,0.44448,1.40776,0.81344,1.03329,0.0009308,0.0009308,0.0009308
29,91.0264,1.21175,0.56957,0.87957,0.75823,0.77029,0.79546,0.46135,1.3754,0.78809,1.02295,0.0008912,0.0008912,0.0008912
30,95.961,1.24738,0.61954,0.8914,0.79817,0.77193,0.81885,0.47918,1.36507,0.76656,1.01953,0.0008516,0.0008516,0.0008516
31,97.8973,1.1441,0.58838,0.91457,0.81619,0.76231,0.82992,0.48615,1.37303,0.75616,1.02291,0.000812,0.000812,0.000812
32,99.7997,1.17271,0.65117,0.93271,0.8221,0.77068,0.84,0.49774,1.3676,0.75384,1.02214,0.0007724,0.0007724,0.0007724
33,101.727,1.13929,0.55724,0.87704,0.8256,0.74937,0.84116,0.49922,1.35955,0.75295,1.02284,0.0007328,0.0007328,0.0007328
34,103.718,1.19059,0.58188,0.88075,0.81371,0.74436,0.8286,0.49309,1.36788,0.76595,1.02449,0.0006932,0.0006932,0.0006932
35,106.899,1.27838,0.67202,0.94018,0.80748,0.74812,0.83419,0.49368,1.35958,0.77237,1.01726,0.0006536,0.0006536,0.0006536
36,108.879,1.14266,0.56046,0.88357,0.81987,0.78571,0.85841,0.51489,1.33824,0.75028,1.01074,0.000614,0.000614,0.000614
37,113.631,1.17205,0.5768,0.89795,0.86495,0.77318,0.87799,0.52771,1.30523,0.71668,0.99933,0.0005744,0.0005744,0.0005744
38,115.841,1.10034,0.55763,0.89637,0.89279,0.76566,0.88068,0.53245,1.29398,0.70784,0.99555,0.0005348,0.0005348,0.0005348
39,119.085,1.11452,0.55848,0.88525,0.86335,0.76942,0.87513,0.52651,1.30052,0.71097,0.99668,0.0004952,0.0004952,0.0004952
40,121.173,1.13365,0.5501,0.87529,0.82903,0.76566,0.86628,0.51597,1.31876,0.72349,1.0024,0.0004556,0.0004556,0.0004556
41,142.003,1.19862,0.61338,0.94735,0.84107,0.76264,0.85791,0.51391,1.31961,0.72538,1.00362,0.000416,0.000416,0.000416
42,143.857,1.19186,0.61445,0.93195,0.84107,0.77593,0.8615,0.51536,1.31118,0.72437,1.00177,0.0003764,0.0003764,0.0003764
43,145.698,1.1302,0.56905,0.90354,0.84467,0.77945,0.86165,0.51981,1.30759,0.71415,1.00002,0.0003368,0.0003368,0.0003368
44,147.52,1.22411,0.63491,0.95238,0.85156,0.78697,0.86377,0.52105,1.30534,0.71091,0.99623,0.0002972,0.0002972,0.0002972
45,149.376,1.14109,0.58144,0.92355,0.85181,0.76942,0.86012,0.51609,1.31451,0.71784,0.99792,0.0002576,0.0002576,0.0002576
46,151.186,1.08422,0.53426,0.8873,0.8197,0.78049,0.85504,0.51212,1.32587,0.72709,1.00066,0.000218,0.000218,0.000218
47,152.991,1.06046,0.54456,0.89273,0.82054,0.7619,0.85016,0.505,1.33219,0.73376,1.00244,0.0001784,0.0001784,0.0001784
48,154.755,1.06559,0.54227,0.89004,0.81376,0.75559,0.84286,0.50028,1.34035,0.74106,1.00417,0.0001388,0.0001388,0.0001388
49,156.517,1.08098,0.5384,0.87854,0.80187,0.75815,0.83786,0.49605,1.34826,0.74421,1.0061,9.92e-05,9.92e-05,9.92e-05
50,158.304,1.06285,0.5347,0.88808,0.81302,0.75741,0.83862,0.49703,1.34334,0.74212,1.0037,5.96e-05,5.96e-05,5.96e-05
