epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
13,92.4566,1.00571,0.36091,0.33682,0.4607,0.48279,0.42692,0.22787,0.93373,0.44516,0.26928,0.0017624,0.0017624,0.0017624
14,98.0196,1.01186,0.34764,0.28218,0.50462,0.45363,0.45714,0.24296,0.91799,0.45664,0.26235,0.0017426,0.0017426,0.0017426
15,104.646,1.14952,0.32839,0.42222,0.50462,0.45363,0.45714,0.24296,0.91799,0.45664,0.26235,0.0017228,0.0017228,0.0017228
16,110.172,0.9078,0.37085,0.27741,0.51144,0.51504,0.48023,0.25349,0.87761,0.44526,0.24889,0.001703,0.001703,0.001703
17,115.936,0.90937,0.35955,0.28242,0.50564,0.53509,0.49624,0.26423,0.79175,0.46176,0.22454,0.0016832,0.0016832,0.0016832
18,121.503,0.92903,0.36282,0.31337,0.54213,0.54261,0.50943,0.27253,0.80526,0.45621,0.2191,0.0016634,0.0016634,0.0016634
19,128.517,0.99333,0.35964,0.30972,0.5346,0.51378,0.50147,0.26767,0.80304,0.46302,0.21975,0.0016436,0.0016436,0.0016436
20,134.314,0.82866,0.38734,0.19049,0.5346,0.51378,0.50147,0.26767,0.80304,0.46302,0.21975,0.0016238,0.0016238,0.0016238
21,140.031,0.84493,0.38125,0.24172,0.49551,0.51378,0.49296,0.26985,0.78234,0.48544,0.21769,0.001604,0.001604,0.001604
22,145.958,0.90172,0.3642,0.28174,0.4875,0.51003,0.48658,0.26763,0.79157,0.50988,0.21262,0.0015842,0.0015842,0.0015842
23,151.624,0.83185,0.39304,0.25243,0.49919,0.51128,0.48716,0.26125,0.80529,0.52611,0.21823,0.0015644,0.0015644,0.0015644
24,157.524,1.00254,0.35143,0.37237,0.52209,0.49419,0.49966,0.26536,0.80014,0.50372,0.21399,0.0015446,0.0015446,0.0015446
25,163.372,0.93527,0.34807,0.28241,0.52209,0.49419,0.49966,0.26536,0.80014,0.50372,0.21399,0.0015248,0.0015248,0.0015248
26,169.146,0.84914,0.38026,0.26668,0.55474,0.50501,0.51702,0.27749,0.75275,0.49818,0.20287,0.001505,0.001505,0.001505
27,175.568,0.87483,0.36394,0.26187,0.51842,0.52632,0.51691,0.28219,0.75948,0.49171,0.20438,0.0014852,0.0014852,0.0014852
28,181.312,0.85301,0.3856,0.23531,0.50625,0.55263,0.51551,0.28144,0.76825,0.48942,0.20991,0.0014654,0.0014654,0.0014654
29,187.002,0.87929,0.36896,0.27521,0.46695,0.59935,0.50203,0.27412,0.75886,0.50867,0.20622,0.0014456,0.0014456,0.0014456
30,194.221,0.85633,0.3637,0.21558,0.45701,0.61153,0.49152,0.27071,0.76804,0.50013,0.20895,0.0014258,0.0014258,0.0014258
31,199.609,0.83434,0.36847,0.26669,0.45701,0.61153,0.49152,0.27071,0.76804,0.50013,0.20895,0.001406,0.001406,0.001406
32,205.487,0.81188,0.35639,0.258,0.46246,0.60025,0.49814,0.2729,0.77153,0.49636,0.21236,0.0013862,0.0013862,0.0013862
33,211.372,0.84726,0.36271,0.26197,0.47004,0.59019,0.50747,0.27577,0.78038,0.49379,0.21378,0.0013664,0.0013664,0.0013664
34,216.878,0.82408,0.36711,0.23482,0.46813,0.59524,0.49793,0.27516,0.78478,0.49999,0.21852,0.0013466,0.0013466,0.0013466
35,222.767,0.83606,0.36261,0.25824,0.47585,0.58897,0.49955,0.2777,0.7731,0.51456,0.20975,0.0013268,0.0013268,0.0013268
36,228.721,0.78458,0.36269,0.19164,0.47585,0.58897,0.49955,0.2777,0.7731,0.51456,0.20975,0.001307,0.001307,0.001307
37,236.206,0.83,0.35701,0.23521,0.48405,0.58549,0.51914,0.2868,0.75872,0.51054,0.21391,0.0012872,0.0012872,0.0012872
38,242.809,0.79349,0.36296,0.21933,0.51356,0.55388,0.52163,0.29204,0.76512,0.49834,0.21275,0.0012674,0.0012674,0.0012674
39,250.356,0.77297,0.35549,0.22129,0.51608,0.5613,0.52829,0.29437,0.76131,0.48775,0.21501,0.0012476,0.0012476,0.0012476
40,256.623,0.75492,0.35979,0.18416,0.52188,0.54887,0.5304,0.29704,0.75905,0.48147,0.21114,0.0012278,0.0012278,0.0012278
41,262.585,0.77439,0.36491,0.20889,0.52188,0.54887,0.5304,0.29704,0.75905,0.48147,0.21114,0.001208,0.001208,0.001208
42,269.209,0.73994,0.35794,0.18339,0.49447,0.58647,0.53803,0.30106,0.75196,0.48943,0.20103,0.0011882,0.0011882,0.0011882
43,275.286,0.81159,0.3664,0.19696,0.48515,0.62349,0.54518,0.30137,0.75948,0.48466,0.208,0.0011684,0.0011684,0.0011684
44,280.916,0.76834,0.36882,0.23458,0.48091,0.61654,0.53704,0.29622,0.77014,0.48134,0.21304,0.0011486,0.0011486,0.0011486
45,286.73,0.75197,0.3622,0.22616,0.49254,0.57393,0.53631,0.29688,0.7521,0.48979,0.20215,0.0011288,0.0011288,0.0011288
46,292.618,0.76787,0.36359,0.20735,0.57327,0.49493,0.53808,0.30012,0.7624,0.48494,0.20853,0.001109,0.001109,0.001109
47,298.411,0.79046,0.37261,0.23391,0.57327,0.49493,0.53808,0.30012,0.7624,0.48494,0.20853,0.0010892,0.0010892,0.0010892
48,304.268,0.84657,0.3599,0.21175,0.59222,0.49137,0.54617,0.30622,0.7479,0.48316,0.20507,0.0010694,0.0010694,0.0010694
49,310.191,0.8226,0.36295,0.20255,0.57861,0.51128,0.54964,0.30819,0.74116,0.48067,0.19872,0.0010496,0.0010496,0.0010496
50,316.259,0.68303,0.38618,0.16231,0.56266,0.52757,0.54437,0.30401,0.74728,0.48447,0.203,0.0010298,0.0010298,0.0010298
51,322.532,0.72919,0.37257,0.16614,0.50705,0.57393,0.52989,0.29614,0.75551,0.48652,0.20634,0.00101,0.00101,0.00101
52,328.957,0.70609,0.36539,0.18487,0.50705,0.57393,0.52989,0.29614,0.75551,0.48652,0.20634,0.0009902,0.0009902,0.0009902
53,335.212,0.81102,0.36156,0.23415,0.52029,0.57018,0.53045,0.29628,0.74966,0.48619,0.20199,0.0009704,0.0009704,0.0009704
54,341.535,0.77711,0.35655,0.1958,0.51915,0.57018,0.52339,0.29583,0.76027,0.47721,0.20624,0.0009506,0.0009506,0.0009506
55,348.156,0.77993,0.36111,0.24018,0.50038,0.56516,0.51879,0.29382,0.76653,0.48186,0.20749,0.0009308,0.0009308,0.0009308
56,357.261,0.7557,0.37705,0.20043,0.50847,0.5802,0.53096,0.29682,0.75302,0.49371,0.20314,0.000911,0.000911,0.000911
57,363.716,0.62755,0.38297,0.14766,0.50847,0.5802,0.53096,0.29682,0.75302,0.49371,0.20314,0.0008912,0.0008912,0.0008912
58,370.522,0.77432,0.35881,0.20584,0.51364,0.57393,0.53049,0.29735,0.75846,0.48885,0.20124,0.0008714,0.0008714,0.0008714
59,377.807,0.79109,0.3556,0.20968,0.53789,0.57268,0.5463,0.29986,0.75667,0.47749,0.20614,0.0008516,0.0008516,0.0008516
60,384.916,0.6686,0.37372,0.15962,0.53952,0.56381,0.54097,0.29768,0.76008,0.46519,0.2031,0.0008318,0.0008318,0.0008318
61,393.593,0.82019,0.3638,0.22938,0.5321,0.57519,0.54952,0.30486,0.75402,0.4646,0.20431,0.000812,0.000812,0.000812
62,401.887,0.70744,0.36006,0.17412,0.56309,0.55764,0.54585,0.30238,0.75044,0.4659,0.20554,0.0007922,0.0007922,0.0007922
63,409.902,0.72307,0.36475,0.18949,0.56309,0.55764,0.54585,0.30238,0.75044,0.4659,0.20554,0.0007724,0.0007724,0.0007724
64,417.884,0.65634,0.35855,0.15298,0.5792,0.55368,0.5606,0.30696,0.75827,0.46547,0.20527,0.0007526,0.0007526,0.0007526
65,427.359,0.75222,0.36403,0.20139,0.55061,0.56503,0.54632,0.30209,0.75575,0.48025,0.20581,0.0007328,0.0007328,0.0007328
66,435.09,0.82946,0.358,0.22717,0.54635,0.58145,0.54951,0.30346,0.74859,0.48865,0.20431,0.000713,0.000713,0.000713
67,444.711,0.72263,0.36107,0.19585,0.53006,0.58772,0.53696,0.2984,0.75512,0.48438,0.20248,0.0006932,0.0006932,0.0006932
68,452.614,0.7065,0.35953,0.17873,0.53006,0.58772,0.53696,0.2984,0.75512,0.48438,0.20248,0.0006734,0.0006734,0.0006734
69,460.007,0.66072,0.36982,0.1328,0.51902,0.59398,0.53145,0.29651,0.76478,0.47942,0.20661,0.0006536,0.0006536,0.0006536
