epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,37.1825,1.18705,0.63374,0.93899,0.83664,0.79416,0.82511,0.4741,1.34989,0.66555,0.95055,0.00081686,0.00081686,0.00081686
15,39.1045,1.15549,0.58794,0.91082,0.83108,0.78975,0.83682,0.48227,1.3704,0.67541,0.94364,0.000852904,0.000852904,0.000852904
16,40.9924,1.27682,0.71972,0.95394,0.83666,0.80645,0.86088,0.50352,1.32571,0.65804,0.93094,0.00088578,0.00088578,0.00088578
17,42.8855,1.18047,0.60924,0.92392,0.83744,0.81029,0.86627,0.51316,1.30362,0.64698,0.92871,0.000915488,0.000915488,0.000915488
18,44.8651,1.34915,0.7783,1.02686,0.8432,0.78886,0.8434,0.47036,1.39769,0.70966,0.94446,0.000942028,0.000942028,0.000942028
19,46.7388,1.17413,0.62093,0.90787,0.85694,0.77749,0.84389,0.4653,1.40851,0.70663,0.9469,0.0009654,0.0009654,0.0009654
20,48.636,1.15668,0.59932,0.89333,0.88806,0.7596,0.84498,0.48443,1.34962,0.68439,0.94179,0.000985604,0.000985604,0.000985604
21,50.5568,1.16576,0.5868,0.88733,0.88236,0.80184,0.87454,0.52072,1.28843,0.6368,0.92604,0.00100264,0.00100264,0.00100264
22,52.6291,1.21477,0.60756,0.92429,0.86136,0.81336,0.87293,0.51715,1.28872,0.63888,0.9256,0.00101651,0.00101651,0.00101651
23,57.7233,1.14941,0.58691,0.88322,0.86666,0.73579,0.84393,0.48581,1.34887,0.67754,0.93963,0.00102721,0.00102721,0.00102721
24,59.6007,1.15488,0.67013,0.9801,0.91495,0.68203,0.83122,0.47758,1.35735,0.70032,0.94854,0.00103474,0.00103474,0.00103474
25,61.496,1.21375,0.61239,0.91779,0.82598,0.76554,0.84962,0.49706,1.31266,0.6807,0.93929,0.0010391,0.0010391,0.0010391
26,63.3783,1.22511,0.63959,0.92878,0.84017,0.80108,0.86246,0.51581,1.28291,0.64523,0.92989,0.00101,0.00101,0.00101
27,65.2935,1.17282,0.60637,0.91473,0.83862,0.8149,0.86663,0.51203,1.28369,0.63527,0.93027,0.0009704,0.0009704,0.0009704
28,67.1965,1.20331,0.61315,0.91923,0.86864,0.79032,0.8617,0.49796,1.31236,0.63528,0.93288,0.0009308,0.0009308,0.0009308
29,74.9731,1.15795,0.59429,0.90495,0.86426,0.79493,0.852,0.48304,1.35326,0.64636,0.9396,0.0008912,0.0008912,0.0008912
30,82.6986,1.18519,0.59189,0.9076,0.8903,0.78541,0.85808,0.48591,1.34441,0.64816,0.94102,0.0008516,0.0008516,0.0008516
31,84.7349,1.09306,0.57509,0.90348,0.89545,0.78278,0.85346,0.50024,1.30551,0.64019,0.9363,0.000812,0.000812,0.000812
32,88.4463,1.12203,0.55566,0.87099,0.89353,0.78637,0.85383,0.50278,1.29421,0.63923,0.9324,0.0007724,0.0007724,0.0007724
33,90.3235,1.11704,0.57404,0.90706,0.88435,0.79291,0.85418,0.50895,1.29409,0.63735,0.92894,0.0007328,0.0007328,0.0007328
34,92.2129,1.17349,0.59946,0.87686,0.887,0.7898,0.85659,0.51191,1.28745,0.63735,0.92522,0.0006932,0.0006932,0.0006932
35,94.1564,1.11857,0.59128,0.89691,0.89118,0.78626,0.86543,0.5186,1.27636,0.63448,0.91926,0.0006536,0.0006536,0.0006536
36,96.0376,1.09745,0.54319,0.88512,0.87849,0.78187,0.86545,0.52461,1.26605,0.62699,0.91642,0.000614,0.000614,0.000614
37,101.446,1.1051,0.54471,0.87399,0.87586,0.79113,0.86697,0.52482,1.26846,0.62577,0.917,0.0005744,0.0005744,0.0005744
38,103.702,1.08665,0.54624,0.88572,0.87002,0.79681,0.86516,0.51969,1.27907,0.62986,0.91877,0.0005348,0.0005348,0.0005348
39,105.704,1.19435,0.58504,0.89315,0.88537,0.78901,0.86888,0.5179,1.29276,0.63172,0.92063,0.0004952,0.0004952,0.0004952
40,107.525,1.11847,0.55813,0.88158,0.87818,0.78648,0.85862,0.51282,1.29496,0.63655,0.92291,0.0004556,0.0004556,0.0004556
41,127.42,1.21134,0.60464,0.94352,0.88043,0.78955,0.85893,0.5138,1.28816,0.63194,0.92427,0.000416,0.000416,0.000416
42,129.169,1.08106,0.55661,0.89257,0.87744,0.78635,0.85744,0.51606,1.28161,0.63072,0.92448,0.0003764,0.0003764,0.0003764
43,130.925,1.08897,0.58525,0.92804,0.87921,0.78825,0.85926,0.5138,1.28861,0.63226,0.92635,0.0003368,0.0003368,0.0003368
44,132.701,1.06693,0.55907,0.89918,0.87917,0.78725,0.85766,0.512,1.29197,0.63424,0.92662,0.0002972,0.0002972,0.0002972
45,134.48,1.08236,0.59722,0.90347,0.86765,0.79724,0.86424,0.51482,1.2931,0.63243,0.92726,0.0002576,0.0002576,0.0002576
46,136.222,1.11927,0.77013,0.95626,0.88173,0.79017,0.86035,0.5155,1.29129,0.62996,0.92643,0.000218,0.000218,0.000218
47,137.973,1.16359,0.60548,0.9087,0.88911,0.77957,0.85941,0.51618,1.28993,0.62712,0.927,0.0001784,0.0001784,0.0001784
48,139.778,1.1517,0.57265,0.90373,0.89354,0.78002,0.86015,0.51739,1.28582,0.62205,0.92706,0.0001388,0.0001388,0.0001388
49,141.564,1.11588,0.56251,0.90708,0.90257,0.77553,0.86533,0.51967,1.28271,0.61983,0.92712,9.92e-05,9.92e-05,9.92e-05
50,143.384,1.11198,0.59649,0.9193,0.9045,0.77106,0.86758,0.52195,1.28277,0.61862,0.92679,5.96e-05,5.96e-05,5.96e-05
