epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,81.9702,1.37659,0.73869,0.99446,0.93099,0.90471,0.91149,0.60633,1.05603,0.55612,0.88781,0.0007724,0.0007724,0.0007724
33,83.843,1.2157,0.60894,0.91787,0.93242,0.90418,0.91869,0.61042,1.05455,0.55468,0.88885,0.0007328,0.0007328,0.0007328
34,85.849,1.23573,0.60956,0.89223,0.93347,0.89881,0.91908,0.61126,1.05272,0.55102,0.88862,0.0006932,0.0006932,0.0006932
35,87.8103,1.36906,0.72869,0.98188,0.92546,0.90707,0.91913,0.60848,1.05053,0.55105,0.88882,0.0006536,0.0006536,0.0006536
36,92.1928,1.20518,0.58789,0.89519,0.92218,0.90736,0.91882,0.60997,1.04444,0.54895,0.88769,0.000614,0.000614,0.000614
37,94.0983,1.18832,0.59321,0.9146,0.92586,0.91226,0.92109,0.61289,1.03675,0.54412,0.88527,0.0005744,0.0005744,0.0005744
38,96.1777,1.24101,0.65683,0.94084,0.9361,0.90259,0.92107,0.61811,1.03195,0.53714,0.88514,0.0005348,0.0005348,0.0005348
39,98.2646,1.17045,0.5775,0.89938,0.93907,0.90312,0.92205,0.62027,1.03108,0.53475,0.88546,0.0004952,0.0004952,0.0004952
40,100.228,1.16907,0.58932,0.90473,0.94347,0.90206,0.91334,0.61773,1.03621,0.53366,0.88689,0.0004556,0.0004556,0.0004556
41,120.458,1.34322,0.71075,1.02191,0.94274,0.90312,0.91284,0.61639,1.04356,0.53582,0.88911,0.000416,0.000416,0.000416
42,122.26,1.16114,0.57678,0.90452,0.94102,0.90377,0.91233,0.61375,1.04607,0.5361,0.88986,0.0003764,0.0003764,0.0003764
43,124.068,1.18364,0.62909,0.93391,0.93442,0.90511,0.91241,0.61432,1.04647,0.53584,0.89125,0.0003368,0.0003368,0.0003368
44,125.866,1.30766,0.69463,0.9992,0.93494,0.90524,0.92087,0.6185,1.0435,0.53451,0.89054,0.0002972,0.0002972,0.0002972
45,127.691,1.15622,0.57864,0.90833,0.92999,0.91053,0.92176,0.62126,1.03764,0.53242,0.88946,0.0002576,0.0002576,0.0002576
46,129.597,1.14278,0.55822,0.91403,0.9325,0.90895,0.92223,0.62177,1.0343,0.53215,0.88906,0.000218,0.000218,0.000218
47,131.507,1.17089,0.58399,0.92855,0.92815,0.90895,0.92241,0.62311,1.03373,0.5327,0.8892,0.0001784,0.0001784,0.0001784
48,133.436,1.17247,0.57889,0.89955,0.92802,0.90736,0.92173,0.62175,1.03309,0.53166,0.8893,0.0001388,0.0001388,0.0001388
49,135.242,1.14943,0.56087,0.91103,0.92267,0.91689,0.92131,0.62061,1.03088,0.53052,0.88793,9.92e-05,9.92e-05,9.92e-05
50,137.105,1.14496,0.56748,0.91243,0.92278,0.91734,0.92121,0.6224,1.03048,0.5296,0.88762,5.96e-05,5.96e-05,5.96e-05
